attribute1 attribute2 attribute3 label
-5.484291580564315538e+00 -4.875655056417572908e+00 1.038224557350306654e+01 3.000000000000000000e+00
-5.254969595899475543e+00 -5.308205297110315968e+00 4.500965157963325858e+00 4.000000000000000000e+00
-5.387433264451452430e+00 -4.900524045134058149e+00 6.692325271082988358e-01 4.000000000000000000e+00
-4.845491502812526718e+00 -5.475528258147576821e+00 9.459164435711551633e+00 3.000000000000000000e+00
-4.785669282008401026e+00 -4.662268829799193881e+00 1.812470109514762129e+01 4.000000000000000000e+00
-5.496057350657238771e+00 -5.062666616782152573e+00 1.797347760411378204e+01 3.000000000000000000e+00
-5.154508497187474170e+00 -5.475528258147576821e+00 9.344408041392430420e+00 3.000000000000000000e+00
-4.681288005125654905e+00 -5.385256621387894072e+00 1.998242910662398941e+01 3.000000000000000000e+00
-4.708412549031435468e+00 -5.273818842371475135e+00 8.025271525784113180e+00 4.000000000000000000e+00
-4.876393202250021375e+00 -5.380422606518061812e+00 5.646181582054130565e+00 4.000000000000000000e+00
-4.599999999999999645e+00 -5.000000000000000000e+00 1.159514242861426503e+01 4.000000000000000000e+00
-4.595491502812525830e+00 -5.293892626146236680e+00 3.535258372089127299e+00 3.000000000000000000e+00
-4.732086602510501727e+00 -4.577836037248992795e+00 1.779218862782200361e+01 3.000000000000000000e+00
-5.318711994874345095e+00 -5.385256621387894960e+00 2.975474516529434954e+00 3.000000000000000000e+00
-5.031395259764656736e+00 -4.500986635785864109e+00 1.806572725119246492e+00 3.000000000000000000e+00
3.023969516582848183e+00 -3.100937069422415426e+00 1.088240728396125512e+01 5.000000000000000000e+00
-5.480882287903508787e-02 3.529917540164452250e-01 1.003688827393865068e+01 5.000000000000000000e+00
9.322973581784000929e-01 1.864563393341125419e+00 4.298579329231730917e+00 5.000000000000000000e+00
-4.397291784052182351e+00 -1.268391203163232506e+00 1.941452543488105675e+01 5.000000000000000000e+00
4.686362814997892201e+00 4.972059973146611966e+00 5.316140828051974410e+00 5.000000000000000000e+00
-4.892173822331068456e-01 -1.091849315217848337e+00 1.460014560754015100e+01 5.000000000000000000e+00
-5.557547239314283516e+00 -4.849988785645991674e-01 1.136052290513960550e+01 5.000000000000000000e+00
-2.344113567570349499e+00 -4.076607978484531714e+00 1.510875898835453146e+00 5.000000000000000000e+00
1.090343597929843256e+00 -1.915640945111165783e+00 1.623926375493022078e+01 5.000000000000000000e+00
-1.075872571997179339e+00 -2.020079639147857709e+00 9.094861677707912762e+00 5.000000000000000000e+00
8.456774831930082836e-01 1.903471574065718208e+00 3.600149268546559700e+00 5.000000000000000000e+00
2.816449442713283347e+00 7.191197552863239917e-01 1.436965575489925762e+00 5.000000000000000000e+00
-1.669458980677636026e-02 -4.270303676648478097e-01 1.904980770281522595e+01 5.000000000000000000e+00
-2.632685613226823484e+00 -2.853101742905810756e+00 8.723466224865642715e+00 5.000000000000000000e+00
2.274283653512668035e+00 2.410748512486425632e+00 1.886369368592040985e+01 5.000000000000000000e+00
5.813043671551069380e+00 6.746179987765463792e-01 1.472178883014930406e+01 5.000000000000000000e+00
-4.259210852484943688e-01 3.641535703943321156e+00 1.927692032066955008e+01 5.000000000000000000e+00
1.298047737189715445e+00 2.949171580529248993e-01 4.602868768191603621e+00 5.000000000000000000e+00
1.361913092191670449e+00 -3.044551608595969849e+00 1.014914179378483183e+01 5.000000000000000000e+00
-5.016311153390170752e+00 2.264265347821209140e+00 5.610365431920394386e+00 5.000000000000000000e+00
-1.379239266098306826e+00 -6.487668572506872344e+00 1.708900206421701284e+01 5.000000000000000000e+00
-1.712378705215288566e+00 1.213649563691412969e-01 3.828436708747233741e+00 5.000000000000000000e+00
2.291186182882728684e+00 -5.217982404715624689e+00 8.917877369729922066e+00 5.000000000000000000e+00
-1.235573477130150755e+00 -1.927814082970595422e+00 1.241021645746303648e+01 5.000000000000000000e+00
-2.396319634874764404e+00 6.310186962962821555e-01 4.361222749215373895e+00 5.000000000000000000e+00
2.710431014533819294e+00 -1.605051998685512959e+00 5.965984734497824959e+00 5.000000000000000000e+00
-1.249796961516848715e+00 6.628344050935850440e-01 1.550019911322268484e+01 5.000000000000000000e+00
-1.033790434808158354e+00 -1.108890968532478594e+00 1.941996813323606474e+01 5.000000000000000000e+00
1.728935313319860390e-01 3.686094481889549801e+00 6.805050262571588071e+00 5.000000000000000000e+00
-9.881698050027122315e-01 -3.059017268286346458e-01 1.513181425763594667e+01 5.000000000000000000e+00
1.769361943584402797e+00 4.205592664038689144e+00 5.216476217584622432e+00 5.000000000000000000e+00
1.561094143594485839e+00 1.506957830375515561e+00 7.986877063870919002e+00 5.000000000000000000e+00
2.169623763089827961e-01 -2.491499932707160969e+00 1.334608063888000373e+01 5.000000000000000000e+00
1.381540869711754202e-02 -5.245667326807990083e-01 1.766020050873228087e+01 5.000000000000000000e+00
1.699072474723583914e+00 1.143412877624129464e+00 7.890175248549184950e+00 5.000000000000000000e+00
-3.839876525813266661e-01 3.313506739106817811e+00 8.883038710480057887e+00 5.000000000000000000e+00
-1.331968818005815569e+00 1.876582962951681699e+00 1.465616472957615812e+01 5.000000000000000000e+00
1.026546558168077494e+00 1.149869444872251734e+00 5.616729807373577188e-01 5.000000000000000000e+00
-3.674194681657617423e+00 -5.356066204988510826e+00 3.511166816454283079e+00 5.000000000000000000e+00
6.453898538637763416e+00 1.392857400577709903e+00 1.681690299717324066e+01 5.000000000000000000e+00
-4.040306371583059608e+00 -1.501353513199657819e+00 4.665096811161191681e+00 5.000000000000000000e+00
8.723563089673816995e-01 -6.961769757900074795e-01 1.297556065796680080e+01 5.000000000000000000e+00
3.479163389949741614e+00 2.810949404965453979e+00 1.461437599445844882e+01 5.000000000000000000e+00
9.015187479456789887e-01 1.915066319611250956e+00 1.039837992302656744e+01 5.000000000000000000e+00
1.418143640225227653e+00 4.117757513159046034e+00 9.040538207518718394e+00 5.000000000000000000e+00
1.059267397590473170e+00 1.629260212229753924e+00 1.181802911378870569e+01 5.000000000000000000e+00
5.830644761170001189e+00 9.702729771255308444e-02 1.887864171548837788e+01 5.000000000000000000e+00
2.011024627419192079e+00 -4.659561658922513061e+00 1.836225485775724664e+01 5.000000000000000000e+00
2.261008594989621923e+00 -4.044483349803652317e+00 1.062717112140632025e-01 5.000000000000000000e+00
3.562479010546653946e+00 5.018487535860035598e-01 1.664754141303625801e+01 5.000000000000000000e+00
-2.471303439339428643e+00 4.068074983259177824e-01 4.916451202437503554e+00 5.000000000000000000e+00
7.781680199552222232e-01 2.510251511431413451e+00 5.372426766797547160e+00 5.000000000000000000e+00
1.997389775296695147e+00 3.819019726978116758e-01 1.885898859031362562e+01 5.000000000000000000e+00
3.647697561383776765e+00 7.036662453314290744e+00 1.428465314755541549e+01 5.000000000000000000e+00
1.138542045559665983e+00 -5.729993717015976706e+00 8.461173830153441600e+00 5.000000000000000000e+00
-9.743107724495556621e-01 -1.288829219271257376e+00 1.905629383785991671e+00 5.000000000000000000e+00
2.463298736828558155e+00 2.669046790040495720e-01 9.450392892526671140e-01 5.000000000000000000e+00
-6.920723061435205548e-01 3.273133539679357717e+00 8.906770029685072032e+00 5.000000000000000000e+00
-1.737817283874069307e+00 1.079214832286275350e+00 2.451838793764633539e+00 5.000000000000000000e+00
7.221587552372669139e-01 -2.856146226018840828e+00 1.502387922241412710e+00 5.000000000000000000e+00
-9.017266881767834752e-01 4.038072019638225818e+00 1.749433494585634907e+00 5.000000000000000000e+00
-1.443092949189153762e+00 1.160977533027635511e+00 3.917838801621238431e+00 5.000000000000000000e+00
-3.483457113922191262e+00 8.081726744972673737e-01 1.796043615249128678e+01 5.000000000000000000e+00
3.470548608483884578e+00 1.208910000642846150e+00 1.655815108692349469e+01 5.000000000000000000e+00
-2.301956467925732053e+00 2.266032714747518106e+00 2.268013056574469388e+00 5.000000000000000000e+00
-1.985675997145630367e+00 1.904548719930108103e+00 1.448967832457120686e+01 5.000000000000000000e+00
1.658883105193886542e-01 -2.154602205850359553e+00 1.559061124191555692e+01 5.000000000000000000e+00
-9.673735246908981011e-01 -9.203263214121066849e-01 1.125847543725641486e+01 5.000000000000000000e+00
5.123842001405485291e+00 1.846939053787535201e+00 1.147415356168299105e+01 5.000000000000000000e+00
-2.960005707716538037e+00 -5.933041238809837470e-01 1.893925846279731928e+01 5.000000000000000000e+00
3.882280284464916242e+00 -6.760006105949615929e+00 5.140293446562265167e+00 5.000000000000000000e+00
-4.997843481299172552e+00 3.652135038944825940e-01 1.230837846728600127e+01 5.000000000000000000e+00
5.167686607807859822e+00 1.490974668823881633e+00 2.152581387852685602e+00 5.000000000000000000e+00
-7.633535948860328268e-01 2.427135237554210789e+00 2.382200231403497348e+00 5.000000000000000000e+00
7.649593781774346013e+00 -4.142991556901000294e+00 1.297917565244894611e+01 5.000000000000000000e+00
-5.655888169948445565e+00 -2.270971562279286093e+00 1.511409698692948922e+01 5.000000000000000000e+00
-3.197630249938382185e+00 3.875765480887098380e-01 9.206783992260591631e+00 5.000000000000000000e+00
2.147975710385143344e+00 2.127278469936309424e+00 1.703612150798977609e+01 5.000000000000000000e+00
5.716507925302087401e+00 -1.365299799140136994e+00 5.894406498824289464e-01 5.000000000000000000e+00
-6.015033455409123375e-01 7.488678277136987527e-01 1.092261164621255176e+01 5.000000000000000000e+00
-9.413011645163544827e-01 -5.998321564974645526e+00 1.886294640062934036e+01 5.000000000000000000e+00
4.356141453145791487e-01 -3.617980068277597550e-01 7.861614334454831265e+00 5.000000000000000000e+00
-1.182956219317111923e+00 -1.447134432468051513e+00 1.578795213474204484e+00 5.000000000000000000e+00
-4.497693878120866406e-01 -5.489219844005035043e+00 1.540573219243968062e+01 5.000000000000000000e+00
-3.657461710653605813e+00 3.719179644723529243e+00 1.299881130283887742e+01 5.000000000000000000e+00
-1.013148261552132778e+00 -5.582920203775378454e+00 1.144994512707779144e+01 5.000000000000000000e+00
4.780520055749918562e+00 2.869661985999051090e+00 1.055045455940295440e+01 5.000000000000000000e+00
-1.953727872337894134e+00 2.154035745011371739e-01 3.288009462707113251e+00 5.000000000000000000e+00
-3.697692928380642841e-02 2.018876803803296038e+00 1.497607379206871148e+00 5.000000000000000000e+00
6.584343512572452539e-01 1.909280298412061150e+00 1.208591144493231795e-01 5.000000000000000000e+00
7.173283477146920051e-01 7.732787367879693230e-01 3.430793139029575389e+00 5.000000000000000000e+00
1.029434227607161079e+00 -2.971531002922418008e+00 8.892344936275829781e+00 5.000000000000000000e+00
-7.278814965613474186e+00 2.475968635869425949e+00 1.244881001753832805e+01 5.000000000000000000e+00
5.452395322609898010e+00 -1.078067043299620220e+00 5.483331505038313125e+00 5.000000000000000000e+00
1.012780452194388392e+00 -2.928832926706429696e+00 1.502960621637575755e+01 5.000000000000000000e+00
-2.493786350478364611e+00 1.587710701200843566e+00 1.107795048402519456e+01 5.000000000000000000e+00
-4.165655868018311447e-01 -4.840187738359160718e+00 3.577519160145095078e+00 5.000000000000000000e+00
2.341789883724183952e+00 -4.785994663824488349e+00 8.869427997577810530e+00 5.000000000000000000e+00
-6.462562415597962406e+00 6.649576401043350238e+00 9.041363057910444923e+00 5.000000000000000000e+00
-4.460271319021714476e+00 -1.109588421266252567e+00 7.371954538081315178e+00 5.000000000000000000e+00
-2.555597038756123318e+00 -1.711094943797358825e+00 1.090535120100685518e+01 5.000000000000000000e+00
-6.786451939594805083e+00 2.066620752675529804e+00 1.994172937449697258e+01 5.000000000000000000e+00
4.683471773176873576e+00 -5.815680103471305706e+00 7.283643131846848640e+00 5.000000000000000000e+00
-1.380781978097014306e+00 -1.401555456177844716e+00 1.255283270241810456e+01 5.000000000000000000e+00
7.917364304791337792e-01 2.338869211060083053e+00 1.166929566098527538e+01 5.000000000000000000e+00
3.112919662250956954e+00 -2.655047139492316410e-01 1.758546589448304687e+01 5.000000000000000000e+00
9.059344440955647837e-01 3.750358715823897349e+00 1.939720880734232722e+01 5.000000000000000000e+00
4.445821713976611633e+00 -1.162385561676682943e+00 2.218115752950806652e+00 5.000000000000000000e+00
7.655638529277120075e-01 -3.420432796452984370e+00 1.028199527860610019e+01 5.000000000000000000e+00
5.038832828410216846e-01 -3.875641715429964940e+00 9.699153728077885006e+00 5.000000000000000000e+00
-2.896363934638888082e+00 7.974898734701101333e-01 2.864491109704569993e-01 5.000000000000000000e+00
-1.752372632372665717e-01 6.718339298160330486e+00 6.461580946254459334e+00 5.000000000000000000e+00
4.452866561042333693e+00 1.207144462717874234e+00 8.511319572588574189e+00 5.000000000000000000e+00
-5.744550808565150213e+00 4.021845696810922854e-01 1.975790054734684631e+01 5.000000000000000000e+00
1.247924004452628743e+00 6.620239531087218632e-01 3.435524700275238708e+00 5.000000000000000000e+00
1.319933066332772409e+00 -6.271504615417641260e-01 1.316120200245939387e+01 5.000000000000000000e+00
-5.815826390489352571e-01 -2.722918522731484714e+00 8.774139078897857935e-01 5.000000000000000000e+00
-1.640916406249380843e+00 5.981773613996228534e-01 1.504027796658282945e+01 5.000000000000000000e+00
2.879248586051247116e+00 3.477575376697521925e+00 1.321206488003592128e+01 5.000000000000000000e+00
1.299912620503748950e-01 4.962997380059293029e+00 2.771773676400934860e-01 5.000000000000000000e+00
4.144072403795015624e+00 -8.934259653516021249e-01 1.236145031354772428e+01 5.000000000000000000e+00
1.163157389732036195e+00 3.573847687951505314e+00 4.927690139915529954e+00 5.000000000000000000e+00
5.107729035312078558e-01 4.556128717676561912e+00 9.205100243184078934e+00 5.000000000000000000e+00
3.381221568600506266e+00 2.515765902255109765e+00 1.526368135397727954e+01 5.000000000000000000e+00
-3.995981762788113123e+00 2.725839724707747713e+00 1.165642161831096146e+01 5.000000000000000000e+00
3.757001877717889293e+00 8.803292474694128344e+00 1.661664771785473960e+01 5.000000000000000000e+00
1.097356981861444369e+00 6.846539942033847970e-01 1.854841297091784114e+01 5.000000000000000000e+00
2.629973792864717663e-01 1.852251187624618822e+00 1.890991812520346116e+01 5.000000000000000000e+00
-1.548629585798384056e+00 -1.337506143860752950e+00 1.828855962344501407e+01 5.000000000000000000e+00
-2.930712387322411239e+00 4.470415599813962970e+00 7.875368403377629889e+00 5.000000000000000000e+00
-4.964725206872213192e+00 9.649665536904921126e-01 3.672483186720238990e+00 5.000000000000000000e+00
9.858303247041562134e-01 -4.894942724935098077e+00 1.807612119322320154e+01 5.000000000000000000e+00
4.022736203676166689e+00 -2.873776487596004348e+00 8.329978832007116196e+00 5.000000000000000000e+00
-1.519373860524314335e+00 -6.173367018118510741e-01 1.208897505686309337e+01 5.000000000000000000e+00
2.468927478489360894e+00 6.429206323920633182e+00 6.347071650315645464e+00 5.000000000000000000e+00
1.024979584440044028e-01 2.745649816135938615e+00 1.783970584971449469e+01 5.000000000000000000e+00
3.396209919742683603e+00 -2.371464765106897854e+00 6.811304722675752821e+00 5.000000000000000000e+00
-2.616904753167065500e+00 -3.132110431613750912e+00 2.610579075339787281e+00 5.000000000000000000e+00
7.483850047361393365e-01 7.371159405620916871e+00 1.774322831703335979e+01 5.000000000000000000e+00
-3.855628647240350926e+00 -3.981716553392462110e+00 1.721566489654811249e+01 5.000000000000000000e+00
-4.081771814726623759e+00 3.008700771762258697e+00 1.865580951942524024e+01 5.000000000000000000e+00
-3.954408332206633125e-01 4.176565808421218051e+00 1.893033692557706260e+01 5.000000000000000000e+00
-1.702606434197855290e+00 -2.937276838084628139e+00 2.886005615369180433e-01 5.000000000000000000e+00
-6.386756289692647748e+00 3.542564304551263366e+00 1.286565525053638126e+01 5.000000000000000000e+00
1.492954875900627032e+00 -2.779322348313609581e+00 1.072999875556969940e+01 5.000000000000000000e+00
-2.893322924169533295e+00 1.937142694566980072e+00 1.595735069851605559e+01 5.000000000000000000e+00
-2.297768714103762377e+00 -3.490502531072398718e+00 7.983350785608942957e+00 5.000000000000000000e+00
1.511887735187252613e+00 2.223448002591279060e+00 1.162674169206783148e+01 5.000000000000000000e+00
-8.718883206174492528e-01 2.428723565008992225e+00 5.874449509951123360e+00 5.000000000000000000e+00
-5.506448127973052387e+00 1.828561900378547767e-01 5.867785097955053430e+00 5.000000000000000000e+00
-3.230232683633564861e+00 -6.598323027475092584e-01 1.175039919449430137e+01 5.000000000000000000e+00
2.797672869660414285e+00 -1.983988233627849151e+00 1.901598672852547622e+01 5.000000000000000000e+00
-4.787210454317927244e-01 -1.012528723827500698e+00 8.187155119848517515e+00 5.000000000000000000e+00
-2.665422848849866355e+00 -2.139036333832763148e+00 4.210058615285083405e+00 5.000000000000000000e+00
-5.843891357237695594e+00 4.427075758123974580e+00 1.779326855742669267e+01 5.000000000000000000e+00
2.968836431881585192e-01 1.261018216659655078e+00 1.384867069419443908e+01 5.000000000000000000e+00
6.378449185065475646e+00 -5.046095045881319185e-01 1.543368210871441448e+01 5.000000000000000000e+00
-1.721993388912748557e+00 1.216810957655674930e+00 1.806704963220364846e+01 5.000000000000000000e+00
2.339671196835555023e+00 -2.566470866728790767e+00 1.332677076422438667e+01 5.000000000000000000e+00
3.363035257854578020e-01 2.866111687323485313e+00 7.722781853123081852e+00 5.000000000000000000e+00
-5.279693833547812964e+00 -5.416615930173569460e-01 3.528909989748370002e+00 5.000000000000000000e+00
-1.606662384377517849e+00 -2.453128405660964351e+00 3.890218176612776357e+00 5.000000000000000000e+00
-5.731338257436417116e+00 -2.162386799388133163e+00 1.583957831277798078e+01 5.000000000000000000e+00
3.673454194886968338e+00 -5.844892707425730194e+00 1.547016766880731709e+01 5.000000000000000000e+00
2.163185222487579995e-01 -1.076670878657074448e+00 5.146257693992167148e+00 5.000000000000000000e+00
-4.131287882924783439e+00 3.290846559897349533e+00 4.730857870662039666e+00 5.000000000000000000e+00
-5.312450103067364537e+00 -2.760534251107723769e+00 5.404286173656521086e+00 5.000000000000000000e+00
6.222680763634804713e+00 1.387181112917154291e+00 1.266637920439657172e+00 5.000000000000000000e+00
3.444800508623831192e-02 2.148688505967782270e+00 1.540541254895707546e+01 5.000000000000000000e+00
1.776164576142811313e+00 2.015877986655504106e+00 2.245388656251936510e+00 5.000000000000000000e+00
2.055772529046093200e-01 1.053718619590129357e+00 8.050874956026650153e+00 5.000000000000000000e+00
1.971418500035623467e+00 2.823302534931864116e+00 1.769896536278326593e+01 5.000000000000000000e+00
9.114017616220364548e-01 -2.124170603435748372e+00 1.578689249277567441e+01 5.000000000000000000e+00
8.064268257424349329e-02 1.025491953608435036e+00 2.221010293698255644e+00 5.000000000000000000e+00
2.741388148975636874e+00 3.856263664667112678e+00 8.304979835579519687e+00 5.000000000000000000e+00
5.351349205800211450e+00 -1.090019686559557055e+00 1.845398203018200789e+01 5.000000000000000000e+00
8.139114765330173640e+00 -1.515119306084839579e+00 5.956982829652696765e+00 5.000000000000000000e+00
-1.150045577368776106e+00 -1.981211861244089878e+00 3.118324797227940426e+00 5.000000000000000000e+00
-4.305668373667669080e+00 -1.514285137285284744e-01 1.203790523982064897e+01 5.000000000000000000e+00
-5.607299480153491444e-01 -3.243644601635194302e+00 6.309820800322107459e+00 5.000000000000000000e+00
-4.856243699630651833e-01 -1.969562856692643749e+00 1.567992337029497030e+01 5.000000000000000000e+00
-1.291028406785551308e+00 -5.994018343321187992e+00 5.352939968966383688e+00 5.000000000000000000e+00
3.373573178918194415e+00 3.233955631778595574e+00 1.684695489765022458e+01 5.000000000000000000e+00
-6.289762154454024978e-01 -7.250635965911454983e-01 8.291636102653388463e+00 5.000000000000000000e+00
-1.164353363355112414e+00 4.518206858915601920e+00 1.022437103106592815e+01 5.000000000000000000e+00
-4.997589402020185645e+00 5.655245351681069010e+00 1.724314020381267554e+01 5.000000000000000000e+00
4.114545789665990383e-01 -9.313983961247265797e-02 1.840331718219902157e+01 5.000000000000000000e+00
1.351367363715019643e+00 8.220788138664274491e-01 7.925328906173072951e+00 5.000000000000000000e+00
1.140492077692793371e+00 -1.845706622155645515e+00 3.218855581600050808e+00 5.000000000000000000e+00
-4.876509955365023075e+00 -2.415052775895581316e+00 3.319739842076814273e+00 5.000000000000000000e+00
1.705305178648115705e+00 -1.275152398734035408e+00 1.307813551011903996e+01 5.000000000000000000e+00
1.806707814991033167e+00 -2.473448353726900528e+00 1.298369319029587032e+01 5.000000000000000000e+00
-3.173047900182419667e+00 -3.658410403178956383e+00 7.637350212528300375e+00 5.000000000000000000e+00
4.334565197294473649e+00 4.735782198393758691e+00 1.316875341342170458e+01 5.000000000000000000e+00
1.335545309652028223e+00 8.799352927507222422e-01 3.075606752000179522e+00 5.000000000000000000e+00
5.140114059948653669e+00 2.710939307584749880e+00 1.278491170470468230e+00 5.000000000000000000e+00
9.170463854513344337e-01 3.083564623784817549e+00 5.610686723775706319e+00 5.000000000000000000e+00
2.535853000267158652e+00 -4.845631633436291441e-01 3.310240387391703010e+00 5.000000000000000000e+00
2.655858609565339368e+00 -4.192893999591380538e-01 4.609108316223711199e+00 5.000000000000000000e+00
5.519250468607017623e-01 1.035289882961719421e+00 3.651716109410729771e+00 5.000000000000000000e+00
5.602691225680159981e+00 4.290877709811253382e+00 1.382040876216235858e+01 5.000000000000000000e+00
1.822180734866127416e+00 8.722335098075173487e-01 1.763285052422480703e+01 5.000000000000000000e+00
-2.322507692228739096e+00 -5.198798534965324292e-01 4.126223119365302061e-01 5.000000000000000000e+00
1.840675652379967442e+00 -3.527551068888429953e+00 1.880067322268574870e-01 5.000000000000000000e+00
-7.004155087163046467e+00 -1.941470543972366514e+00 1.860003913216119642e+01 5.000000000000000000e+00
9.626493569024936470e-01 2.953869146087611530e-01 4.327336229270932755e+00 5.000000000000000000e+00
-9.956506311303123802e-01 -8.143291762037234705e-01 1.739300592448673299e+01 5.000000000000000000e+00
1.070946028665879401e+00 -3.133992580022270102e-01 1.355700170048619313e+00 5.000000000000000000e+00
3.024811304199696571e-01 -2.980986451696090000e+00 6.102908776079221553e+00 5.000000000000000000e+00
-1.076075374749086322e+00 1.748195636245556184e+00 1.432832028250308198e+00 5.000000000000000000e+00
-3.659151958928193338e+00 1.083608986650708594e+00 1.300492687944620585e+01 5.000000000000000000e+00
-1.487330201060863111e+00 -2.010092738621026331e+00 6.108055439065709358e+00 5.000000000000000000e+00
3.610235029435225229e+00 -2.373697063443765409e-01 2.136745420877050883e-01 5.000000000000000000e+00
-5.990962064891975913e-01 -4.791794509903350985e+00 6.472042960558788138e+00 5.000000000000000000e+00
-4.970223337564070754e+00 2.252992659293088007e+00 4.354388186327263099e+00 5.000000000000000000e+00
-4.037875502027769237e+00 4.741390777549469249e+00 2.386113990125029449e+00 5.000000000000000000e+00
-2.989287650680426012e+00 3.627436195097472726e+00 5.567515731788894584e+00 5.000000000000000000e+00
-4.130087062065357806e+00 -9.720392806756519732e+00 1.391061873628228973e+01 5.000000000000000000e+00
1.364575687775695378e+00 -2.184074003030048061e+00 2.938432928643155417e+00 5.000000000000000000e+00
2.551365592725838294e+00 1.536435078906892127e+00 1.686050762130718539e+01 5.000000000000000000e+00
1.061039699416454596e+00 1.650066852508499160e+00 9.310977145326139848e+00 5.000000000000000000e+00
2.653294965353686585e+00 -1.009421339000810880e+00 7.600340803414649571e+00 5.000000000000000000e+00
-2.492539308335671500e+00 1.436967224828607392e+00 1.366398375115661246e+01 5.000000000000000000e+00
4.857988182601289534e-02 -1.280851618340705711e+00 7.523848236729515193e+00 5.000000000000000000e+00
-3.015269069862539730e+00 -3.424141707654922318e+00 1.756278420650325955e+01 5.000000000000000000e+00
-1.519912411246572947e+00 2.011558501460672943e+00 6.698787024753563024e+00 5.000000000000000000e+00
2.183828485951461840e+00 2.326275018221732438e+00 1.286276765578024062e+01 5.000000000000000000e+00
-1.053270685519423766e-02 -1.020642949133659050e+00 5.248450153300043830e-01 5.000000000000000000e+00
1.250792462702088104e+00 -5.814443392050795412e-01 1.275940699229248132e+01 5.000000000000000000e+00
1.061400517252945264e+00 -1.421620586995330449e+00 1.222565044453722649e+01 5.000000000000000000e+00
-2.307244879878233679e+00 -1.498345011761657686e+00 1.644092137540835097e+01 5.000000000000000000e+00
-2.290250225169645049e+00 1.972821537718227436e+00 2.044931454235745516e+00 5.000000000000000000e+00
-4.777448272983138899e+00 -1.680342022231729460e-01 1.054531574361984525e+01 5.000000000000000000e+00
8.978682014467862516e-01 -3.448982318709721828e-01 1.415537393808422806e+01 5.000000000000000000e+00
-1.058046966153173063e+00 8.507814791325735149e-01 1.838382043394085485e+01 5.000000000000000000e+00
4.269229140134321199e+00 -5.515590396228308379e+00 1.643861925799838275e+01 5.000000000000000000e+00
1.341511990038405155e+00 4.151344152094969431e+00 1.053322361329446366e+01 5.000000000000000000e+00
4.931379074048813038e+00 -5.824759388294086238e-01 1.651447532493302006e+00 5.000000000000000000e+00
-4.089628398563768030e+00 2.096516141856562321e+00 8.646489628515357850e+00 5.000000000000000000e+00
-3.475385654096352361e+00 -1.606770162364764332e+00 1.721273446272142493e+01 5.000000000000000000e+00
1.561951372614618916e-01 2.623847544479309679e+00 1.534220499450628949e+01 5.000000000000000000e+00
-2.346224704837622348e-03 3.655204041633681733e+00 1.395674204474317115e+01 5.000000000000000000e+00
-6.342305935270918793e-01 3.624195425437235496e-01 1.315340401772379764e+01 5.000000000000000000e+00
-3.575429231317281964e+00 -1.443677631272366479e-01 1.228978643036876406e+01 5.000000000000000000e+00
2.651457113421644696e+00 -1.557845736848135321e+00 6.335961671096543846e+00 5.000000000000000000e+00
3.154503240309334267e+00 1.201242744313136157e+00 2.814782994752347278e+00 5.000000000000000000e+00
-2.749785407477815635e+00 9.316331730847131620e-01 1.353529518160431699e+01 5.000000000000000000e+00
-6.890328029679215760e+00 7.013788377898654003e-02 1.957885714845409453e+01 5.000000000000000000e+00
3.340085042288725603e+00 -6.116871809530015636e-01 1.399689692135738994e+01 5.000000000000000000e+00
-4.458721773746303185e+00 1.328356946703118435e+00 4.215734214984674821e+00 5.000000000000000000e+00
1.994787858967506100e+00 4.018866524163978049e+00 1.774081579787939589e+01 5.000000000000000000e+00
3.040712737355444895e-01 1.213237863727064214e+00 5.566348236701344376e+00 5.000000000000000000e+00
-3.648578132677917640e-01 -8.350430721237919185e-01 1.788267871036538281e+01 5.000000000000000000e+00
-2.005561018886178992e+00 -5.398747606419129319e+00 8.557464192946554249e+00 5.000000000000000000e+00
-1.635204496862515455e+00 5.308044223080683466e-01 1.348710636160077314e+01 5.000000000000000000e+00
-2.631443287934088548e+00 1.556637105160545431e+00 1.050883666817704842e+01 5.000000000000000000e+00
6.018485398923842378e-02 2.498346470792492946e-01 1.994787597852642591e+01 5.000000000000000000e+00
-2.656769711819868984e+00 -3.478239506565350858e+00 3.255965340623447890e+00 5.000000000000000000e+00
3.259084105892691152e+00 4.075613034062139484e+00 2.916862306410794581e-01 5.000000000000000000e+00
-3.378596661074496410e+00 6.643311721971610240e+00 2.640523990851084690e+00 5.000000000000000000e+00
-2.621816133281154038e-01 5.099088713088266722e-01 2.503604801836516458e+00 5.000000000000000000e+00
6.306350508719649639e+00 -1.743236444324177459e+00 1.079649123152126222e+01 5.000000000000000000e+00
2.176596379390840497e+00 -1.439468831137933336e+00 6.700032613660900083e+00 5.000000000000000000e+00
-2.850962857185356247e-01 4.330968680199996257e+00 1.694509740356421901e+01 5.000000000000000000e+00
-3.222062757729505122e+00 4.336458464691396841e+00 6.102575626662865460e+00 5.000000000000000000e+00
-8.611239377414852125e-01 1.127289320426352770e+00 1.838337050543177309e+00 5.000000000000000000e+00
-6.504406241411021528e-01 1.255212290044600110e+00 4.007712433341588110e+00 5.000000000000000000e+00
4.654980907713239802e+00 -1.720957529945800424e+00 2.162561112244061334e+00 5.000000000000000000e+00
-3.324599999236744097e+00 1.319853609618770296e+00 1.265436267419288185e+01 5.000000000000000000e+00
-1.042275654075672797e+00 3.710261101706173292e+00 1.697932092858462028e+01 5.000000000000000000e+00
